col,city
SAN PEDRO TOTOLTEPEC,TOLUCA
APASEO EL GRANDE,APASEO EL GRANDE
CENTRO,TORREON
MISIONES TEOLOYUCAN,TEOLOYUCAN
SCALLY,AHOME
CENTRO,MERIDA
SANTA ISABEL,PASO DEL MACHO
LAFAYETTE,GUADALAJARA
EXPLANADA DE SAN FEL,SAN CRISTOBAL DE LAS CASAS
LOMAS 4 A SECC,SAN LUIS POTOSI
PLUTARCO ELIAS CALLE,MONTERREY
INDUSTRIAL LAS AMERI,GUADALUPE
FRACC LABORATORIO CF,IRAPUATO
CENTRO,PATZCUARO
FRACC IND PUENTE DE VIGAS,TLALNEPANTLA DE BAZ
GRANJAS DE SAN ANTONIO,IZTAPALAPA
CD INDUSTRIAL MITRAS,GARCIA
CHAPULTEPEC MORALES,MIGUEL HIDALGO
BUROCRATAS DEL ESTADO,MONTERREY
PLUTARCO ELIAS CALLES,ZIMAPAN
TEAPA CENTRO,TEAPA
NINO ARTILLERO,MONTERREY
ATEMPAN,TLAXCALA
PLAZAS DEL SOL,QUERETARO
CENTRO,OAXACA DE JUAREZ
LOS VOLCANES,PUEBLA
PRADOS DE COYOACAN,COYOACAN
GRANADA,MIGUEL HIDALGO
CORRAL FALSO,EMILIANO ZAPATA
CENTRO,XICOTEPEC
RCHO LA MORA,TOLUCA
REFORMA,TAMPICO
DE SAN PABLO TEPETLAPA,COYOACAN
SAN ANDRES JALTENCO,JALTENCO
CENTRAL DE ABASTO,IZTAPALAPA
LA JUNGLA,SAN RAFAEL
COL SAN SEBASTIAN,AZCAPOTZALCO
ESPA?A,SANTIAGO PAPASQUIARO
ARBOLEDAS DE XILOTZINGO,PUEBLA
CIUDAD IND,TIJUANA
TLAXCALITA,IRAPUATO
PQIND DE FUNDIDORE,SAN LUIS POTOSI
LA LADRILLERA,TONALA
NARVARTE,BENITO JUAREZ
CHOLUL,MERIDA
NUEVO CASAS GRANDES CENTRO,NUEVO CASAS GRANDES
ATLAS,GUADALAJARA
CEDRAL CENTRO,CEDRAL
INSURGENTES,TULANCINGO DE BRAVO
SAN GREGORIO CHAMIC,FRONTERA COMALAPA
BOSQUE DE LAS LOMAS,MIGUEL HIDALGO
DELICIAS,CUAUHTEMOC
LOS PINOS LIMON,TIJUANA
PARTIDO ROMERO,JUAREZ
CALPULALPAN CENTRO,CALPULALPAN
CENTRO,VALLE DE SANTIAGO
TULA DE ALLENDE CENT,TULA DE ALLENDE
SAN ISIDRO,APIZACO
VILLA VICTORIA,VILLA VICTORIA
MOROLEON CENTRO,MOROLEON
SAN MIGUEL,IZTAPALAPA
DEL CARMEN,COYOACAN
RUSTICA XALOSTOC,ECATEPEC
AMERICANA,GUADALAJARA
BLANCO Y CUELLAR,GUADALAJARA
SAN JOSE INSURGENTES,BENITO JUAREZ
NICOLAS ROMERO CENTRO,NICOLAS ROMERO
BERTHA DEL AVELLANO,MATAMOROS
ZONA INDUSTRIAL,SAN LUIS POTOSI
NUEVO LAREDO CENTRO,NUEVO LAREDO
LAS TORRES,GUADALAJARA
SAN ANTONIO DE LOS B,TIJUANA
COL VILLA JUAREZ,CHIHUAHUA
ALCE BLANCO,NAUCALPAN
LA LOMA,TLALNEPANTLA DE BAZ
COCULA,COCULA
PALMAR DEL SOL,HERMOSILLO
GUADALUPE,DURANGO
XCUYUN,CONKAL
SAN MIGUEL AMANTLA,AZCAPOTZALCO
SAN LORENZO TETLIXTA,COACALCO DE BERRIOZABAL
SANTA ANA PACUECO,PENJAMO
MONRAZ AMP,GUADALAJARA
SAN MIGUEL AMANTLA,AZCAPOTZALCO
JARDINES EN LA MONTANA,TLALPAN
INDUSTRIAL ALCE BLAN,NAUCALPAN DE JUAREZ
LA RCDA,ZAMORA
PROVIDENCIA 1A SECC,GUADALAJARA
SAN FRANCISCO CUAUTL,NAUCALPAN DE JUAREZ
ROMA NORTE,CUAUHTEMOC
EL BATAN,ZAPOPAN
LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO
ISLETA,XALAPA
PUERTAS DEL TULE,ZAPOPAN
PRADERAS,SALTILLO
ESMERALDA,GUADALUPE
RODRIGUEZ,REYNOSA
LA JOYITA,GUSTAVO A MADERO
4 CAMINOS,AGUA DULCE
SAN JUAN XALPA,IZTAPALAPA
EL ROSARIO CENTRO,ROSARIO
CONDESA,CUAUHTEMOC
BRUNO PAGLIAI,VERACRUZ
GRANADA,MIGUEL HIDALGO
CENTRO,VALLE DE SANTIAGO
LOS REYES IXTACALA 1,TLALNEPANTLA DE BAZ
MOISES SAENZ,APODACA
VALLE DE SAN JAVIER,PACHUCA DE SOTO
IND RESURRECCION,PUEBLA
DEL VALLE,BENITO JUAREZ
CONDADO DE SAYAVEDRA,ATIZAPAN DE ZARAGOZA
IRRIGACION,MIGUEL HIDALGO
CENTRO,GUADALUPE
MEXICALI CENTRO CIVICO COMERCI,MEXICALI
XAMAIPAK POPULAR,TUXTLA GUTIERREZ
BUGAMBILIAS,JIUTEPEC
BARRIO DE LA CONCEPCION,SAN JUAN DEL RIO
PARQUE INDUSTRIAL BERNARDO QUI,EL MARQUES
SAN JUAN IXTACALA,TLALNEPANTLA DE BAZ
LOMAS,MONTERREY
ZONA INDUSTRIAL,GUADALAJARA
TLATILCO,AZCAPOTZALCO
NARVARTE PONIENTE,BENITO JUAREZ
CENTRO,TORREON
GUADALUPE,DOLORES HIDALGO
CHAPULTEPEC MORALES,MIGUEL HIDALGO
DEL GAS,AZCAPOTZALCO
TIERRA Y LIBERTAD,PUEBLA
SAN GASPAR DE LA FLORES,TONALA
LOS PINOS,CULIACAN
MODERNA,GUADALAJARA
STA CECILIA ACATITLAN,TLALNEPANTLA DE BAZ
ZONA INDUSTRIAL,SAN LUIS POTOSI
CENTRO SUR,QUERETARO
AMERICA NORTE,PUEBLA
BUGAMBILIAS,JIUTEPEC
SAN RAFAEL,CUAUHTEMOC
RES DEL PARQUE,GUADALAJARA
SAN ESTEBAN,NAUCALPAN
SAN NICOLAS TOLENTINO,IZTAPALAPA
LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO
CIVAC,JIUTEPEC
ANAHUAC I SECCION,MIGUEL HIDALGO
HUNUCMA,HUNUCMA
GRANJAS DE SAN ANTON,IZTAPALAPA
TAPEIXTLES,MANZANILLO
PLAZA GUADALUPE,ZAPOPAN
AMPLIACION TERAN,TUXTLA GUTIERREZ
ANTONIO I VILLARREAL,MONTERREY
FOVISSSTE,CELAYA
DEL CARMEN,COYOACAN
IGNACIO ALLENDE,ECATEPEC DE MORELOS
LETRAN VALLE,BENITO JUAREZ
CORREDOR IND TOLUCA,LERMA
PROVIDENCIA,GUSTAVO A MADERO
DOCTORES,CUAUHTEMOC
ESPA�A,SANTIAGO DE QUERETARO
POLANCO II SECCION,MIGUEL HIDALGO
CENTRO,MARTINEZ DE LA TORRE
DANIEL GARZA,MIGUEL HIDALGO
CENTRO,CULIACAN
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE
VERACRUZ CENTRO,VERACRUZ
CENTRO,VEGA DE ALATORRE
HIDALGO,MEXICALI
JULIAN DE OBREGON,LEON
NUEVO CASAS GRANDES CENTRO,NUEVO CASAS GRANDES
CIUDAD DEL SOL,ZAPOPAN
OBRERA,CUAUHTEMOC
XOCONOXTLE,YURIRIA
LOS ROBLES,ZAPOPAN
UNIDAD VERACRUZANA,VERACRUZ
FLORES MAGON,TUXPAN
SAN ROQUE,SALAMANCA
BOSQUES DE LAS LOMAS,CUAJIMALPA DE MORELOS
INDUSTRIAL VALLEJO,AZCAPOTZALCO
ALAMO,TLAQUEPAQUE
LOS ESPA�OLES,TIJUANA
FRANCISCO VILLA,AGUASCALIENTES
ZACOALCO DE TORRES CENTRO,ZACOALCO DE TORRES
GARCIA GINERES,MERIDA
ASTURIAS,MONCLOVA
LOS REYES DE SALGADO CENTRO,LOS REYES
LINARES CENTRO,LINARES
PARQUE INDUSTRIAL NAUCALPAN,NAUCALPAN DE JUAREZ
CENTRO,TORREON
VILLASE�OR,GUADALAJARA
LEYES DE REFORMA,IZTAPALAPA
LOS VOLCANES,PUEBLA
TLAXCALA,SAN LUIS POTOSI
GOMEZ PALACIO CENTRO,GOMEZ PALACIO
VILLA GA MADERO,GUSTAVO A MADERO
TENOSIQUE DE PINO SUAREZ,TENOSIQUE
PUENTE DE VIGAS,TLALNEPANTLA
EL JAGUEY,AZCAPOTZALCO
POLANCO CHAPULTEPEC,MIGUEL HIDALGO
EJIDOS DEL MORAL,IZTAPALAPA
POTREROS DE LA NORIA,XOCHIMILCO
DEPORTIVA,CABORCA
CIUDAD SATELITE,MONTERREY
TECOMAN CENTRO,TECOMAN
CENTRO,GUAYMAS
TETELCINGO,CUAUTLA
EL HERRERO,SAN JUAN DE LOS LAGOS
BENITO JUAREZ,TIHUATLAN
LOMAS DE CHAPULTEPEC II SECCIO,MIGUEL HIDALGO
COZUMEL CENTRO,COZUMEL
EL COLLI URBANO,ZAPOPAN
LINDAVISTA,LEON
INDUSTRIAL SANTA CRO,LEON
SANTIAGO PAPASQUIARO CENTRO,SANTIAGO PAPASQUIARO
PARQUE INDUSTRIAL TO,TORREON
SAN RAFAEL,APAN
MERCED GOMEZ,BENITO JUAREZ
VISTAS DEL CIMATARIO,QUERETARO
CAMPO 1O1,CUAUHTEMOC
PARQUE INDUSTRIAL LE,LERMA
LAS FUENTES,REYNOSA
POSTAL,BENITO JUAREZ
VALLADOLID CENTRO,VALLADOLID
PUEBLO SAN BERNABE O,LA MAGDALENA CONTRERAS
FLORIDA,OCOTLAN
IND LAS ARMAS,TLALNEPANTLA
"TORREON, CENTRO",TORREON
CUAUHTEMOC,CUAUHTEMOC
BUENAVISTA,MERIDA
LA FLORIDA,COATEPEC
GUADALUPE,CARMEN
POZO BRAVO NORTE,AGUASCALIENTES
ARTEAGA,ARTEAGA
PARQUE INDUSTRIAL RA,RAMOS ARIZPE
POLANCO V SECCION,MIGUEL HIDALGO
MERIDA CENTRO,MERIDA
LAS DELICIAS,NARANJOS AMATLAN
OBRERA,CUAUHTEMOC
SAN JOSE ACULCO,IZTAPALAPA
DOCTORES,CUAUHTEMOC
JARDINES DEL PEDREGA,ALVARO OBREGON
OBREGON,LEON
QUO VADIS,CHILAPA DE ALVAREZ
SAN PEDRO DE LOS PINOS,ALVARO OBREGON
LA PIEDAD DE CAVADAS,LA PIEDAD
STA ANITA,IZTACALCO
CIUDAD DELICIAS CENT,DELICIAS
CENTRO,SANTIAGO PAPASQUIARO
ANGEL ZIMBRON,AZCAPOTZALCO
REFORMA SUR,PUEBLA
SAN MATEO IXTACALCO,CUAUTITLAN IZCALLI
OBISPADO,MONTERREY
MONTEJO,MERIDA
PARQUE INDUSTRIAL GUADALAJARA,EL SALTO
VILLAS DE ARAGON,SAN PEDRO GARZA GARCIA
PARQ INDL ESCOBEDO,GENERAL ESCOBEDO
EL PARAISO,HUAUCHINANGO
LA PIEDAD,QUERETARO
NAPOLES,BENITO JUAREZ
GRANJAS REGINA,NUEVO LAREDO
BARRIO DE SAN MIGUEL,PUEBLA
LOMAS DEL TECNOLOGICO,SAN LUIS POTOSI
EMILIO PORTES GIL,RIO BRAVO
DESARROLLO URBANO TRES RIOS,CULIACAN
EL SAUCITO,SAN LUIS POTOSI
CENTRO URBANO,CUAUTITLAN IZCALLI
SANTO TOMAS,AZCAPOTZALCO
SAN JUAN IXTACALA,TLALNEPANTLA DE BAZ
PARQUE INDUSTRIAL,JILOTEPEC
CIUDAD OBREGON CENTR,CAJEME
CHURUBUSCO COUNTRY CLUB,COYOACAN
NARVARTE PONIENTE,BENITO JUAREZ
CENTRO,CENTRO
CENTRO,SANTIAGO DE QUERETARO
ARENAL TEPEPAN,TLALPAN
LA PIRAGUA,SAN JUAN BAUTISTA TUXTEPEC
LOMAS DE SOTELO,MIGUEL HIDALGO
MIRADOR DEL SOL,ZAPOPAN
FLORIDA,CENTRO
GUADALUPITA,XOCHIMILCO
CENTRO,HUANIMARO
OBRERA CENTRO,GUADALAJARA
BARRIO SANTIAGUITO,TULTITLAN
HACIENDA DE SAN JUAN DE TLALPA,TLALPAN
SAN NICOLAS TOLENTIN,IZTAPALAPA
APIZACO CENTRO,APIZACO
ROMA NORTE,CUAUHTEMOC
PARQUE INDUSTRIAL NAUCALPAN,NAUCALPAN
SAN FRANCISCO CUAUTLALPAN,NAUCALPAN
DEL BOSQUE,TAMPICO
XAHUINTLALE,SAN MARTIN TEXMELUCAN
INSURGENTES,FRESNILLO
CARMEN ROMANO,SAN NICOLAS DE LOS GARZA
COL PEDREGAL DE STO DOMINGO,COYOACAN
CENTRO,PURISIMA DEL RINCON
LOMAS DEL HUIZACHAL,NAUCALPAN DE JUAREZ
TIERRA BLANCA CENTRO,TIERRA BLANCA
APTO,FRONTERA
CENTRO,TEQUIXQUIAC
FLORES MAGON,CORDOBA
NUEVO TORREON,TORREON
EL TORREON,HERMOSILLO
CENTRO,JUAN ALDAMA
IRRIGACION,MIGUEL HIDALGO
REPUBLICA,MATEHUALA
MINERAL DE LA REFORMA,MINERAL DE LA REFORMA
RESIDENCIAL ACOXPA,TLALPAN
DEL CARMEN,TEPATITLAN DE MORELOS
LADRON DE GUEVARA,GUADALAJARA
SANTA CLARA,TOLUCA
VALLARTA NORTE,GUADALAJARA
.,ALTAMIRA
CLAVERIA,AZCAPOTZALCO
LOMAS VERDES 4A SECC,NAUCALPAN DE JUAREZ
NOGALES,JUAREZ
MORELOS 1A SECCION,TOLUCA
COL JDNES DE JEREZ,LEON
ESCUINAPA CENTRO,ESCUINAPA
AGUA BLANCA,AGUA BLANCA DE ITURBIDE
INFONAVIT SAN CAYETA,SAN JUAN DEL RIO
MOCTEZUMA 1A SECCION,VENUSTIANO CARRANZA
SAN FRANCISCO PAPALOTLA,PAPALOTLA DE XICOHTENCATL
BARRIO SAN JOSE,CUAUTITLAN
NUEVA VILLAHERMOSA,CENTRO
MARIANO MATAMOROS,TIJUANA
SAN LORENZO HUIPULCO,TLALPAN
PUERTA DEL NTE,GENERAL ESCOBEDO
ARCOS DEL SUR,PUEBLA
TECUALA,TECUALA
CIUDAD MIGUEL ALEMAN,MIGUEL ALEMAN
ROMA NORTE,CUAUHTEMOC
CENTRO,ZAPOTLAN DE JUAREZ
FRACC JUANA DE ARCO,MONTERREY
POLANCO CHAPULTEPEC,MIGUEL HIDALGO
EL PORVENIR,TIJUANA
CENTRO (AREA 7),CUAUHTEMOC
INDUSTRIAL ALCE BLAN,NAUCALPAN DE JUAREZ
LA TOSCANA,SOLIDARIDAD
POLANCO V SECCION,MIGUEL HIDALGO
CARACOL,MONTERREY
EL VERGEL,CELAYA
COL ZIMEX,SANTA CATARINA
FUTURO NOGALAR SECTOR 1,SAN NICOLAS DE LOS GARZA
TACUBAYA,MIGUEL HIDALGO
CENTRAL DE ABASTOS,TOLUCA
SANTA CRUZ EL GRANDE,PONCITLAN
MICHOACAN,LEON
SANTA MARIA LA RIBER,CUAUHTEMOC
COUNTRY CLUB,GUADALAJARA
AEROPUERTO,CHIHUAHUA
COMPLEJO INDUSTRIAL,CUAUTITLAN IZCALLI
POLANCO,GUADALUPE
BOSQUES DE CHAPULTEP,MIGUEL HIDALGO
MARCOS BUENDIA,CENTRO
POLANCO,MIGUEL HIDALGO
LA HUACANA,LA HUACANA
ZONA INDUSTRIAL 2A SECC,GUADALAJARA
CIUDAD SATELITE,NAUCALPAN
BUENA VISTA,PIEDRAS NEGRAS
SAN JOSE LA LAGUNA,AMOZOC
SANTA ANITA,SAN FRANCISCO DEL RINCON
ZAPOTITAN DE HIDALGO,JOCOTEPEC
HUICHAPAN,MIGUEL HIDALGO
JARDINES DE VIRGINIA,BOCA DEL RIO
ESCANDON I SECCION,MIGUEL HIDALGO
SAN FRANCISCO TOTIMEHUACAN,PUEBLA
GRECO,NOGALES
ATZACOALCO,GUSTAVO A MADERO
EL BATAN,CORREGIDORA
JOSE DE LAS FUENTES,MONCLOVA
ENSENADA CENTRO,ENSENADA
DEPORTIVO LAGRANGE,SAN NICOLAS DE LOS GARZA
NUEVA ANZURES,MIGUEL HIDALGO
LA COLONIA,MINERAL DE LA REFORMA
SAN LUIS TLATILCO,NAUCALPAN
INSURGENTES SAN BORJA,BENITO JUAREZ
PRIMER CUADRO,AHOME
MERCED BALBUENA,VENUSTIANO CARRANZA
INDUSTRIAL UNIDAD NACIONAL II,SANTA CATARINA
CAMPO EL DIEZ,CULIACAN
U. HAB. LOMAS DE SOTELO,MIGUEL HIDALGO
EL POLVORIN,TEOLOYUCAN
VISTA BELLA,MORELIA
PORTALES SUR,BENITO JUAREZ
CAMPO NUMERO 20,CUAUHTEMOC
GRANJAS MEXICO,IZTACALCO
LA LOMA,MONCLOVA
LOMAS DE SAN LUIS SUR,SAN LUIS POTOSI
CENTRO,VILLA DE ALVAREZ
SANTIAGO PAPASQUIARO,SANTIAGO PAPASQUIARO
SAN BENITO,HERMOSILLO
CLUB DEPORTIVO,ACAPULCO DE JUAREZ
VISTA HERMOSA,MONTERREY
SAN PEDRO MEXICALTZI,SAN PEDRO CHOLULA
LA PRADERA,IRAPUATO
REFORMA,NAVOJOA
EL VENADILLO,MAZATLAN
LA VICTORIA,GUADALUPE
NUEVA SIERRITA,FRONTERA
ANZURES,MIGUEL HIDALGO
DEL VALLE,BENITO JUAREZ
STA PAULA,TONALA
ATLACOMULCO DE FABELA,ATLACOMULCO
LOMAS DE CHAPULTEPEC I SECCION,MIGUEL HIDALGO
CD INDUSTRIAL,AGUASCALIENTES
SAN JOSE,CHICOLOAPAN
SAN ISIDRO,CUAUTITLAN IZCALLI
CORREDOR INDUSTRIAL,TEPEAPULCO
PAPANTLA CENTRO,PAPANTLA
PARQUE LA TALAVERNA,SAN NICOLAS DE LOS GARZA
EL CARRIZAL,QUERETARO
COLINAS DE SANTA BARBARA,COLIMA
VICENTE GUERRERO,ENSENADA
SAN FELIPE HUEYOTLIP,PUEBLA
MANUEL AVILA CAMACHO,TONALA
COLINAS DEL SUR,MONTERREY
FLORIDO 1,TIJUANA
FLORIDA,ALVARO OBREGON
CORDOBA CENTRO,CORDOBA
SANTA FE,ALVARO OBREGON
LAS LOMAS,CIUDAD VALLES
CENTRO,MONTERREY
TEPEYAC INSURGENTES,GUSTAVO A MADERO
DEL VALLE,SAN PEDRO GARZA GARCIA
EL LIMON,AMECA
NAPOLES,BENITO JUAREZ
CAMINO REAL,ZAPOPAN
STA ISABEL INDUSTRIAL,IZTAPALAPA
REG 15 PESCADORES PTO MORELOS,BENITO JUAREZ
TABALAOPA,CHIHUAHUA
SANCRISTOBAL,CUERNAVACA
EL LORETO OCCIDENTAL,LA BARCA
CAMPO 6A,CUAUHTEMOC
PARQUE INDUSTRIAL BELENES,ZAPOPAN
LOMAS DEL MAR,MAZATLAN
MIXCOAC,BENITO JUAREZ
HIPODROMO,CUAUHTEMOC
CADEREYTA JIMENEZ CENTRO,CADEREYTA JIMENEZ
LOS PINOS,SALTILLO
ESPA?A,HIDALGO DEL PARRAL
COL OBREGON,LEON
AHUIZOTLA SANTIAGO AHUIZOTLA,NAUCALPAN
STA CRUZ BUENAVIST,PUEBLA
TLALNEPANTLA CENTRO,TLALNEPANTLA
CENTRO DE MONTERREY,MONTERREY
JARDINES EN LA MONTANA,TLALPAN
BOSQUES DEL LAGO,CUAUTITLAN IZCALLI
LOS SAUCILLOS,TIJUANA
REV OBRERA,REYNOSA
DOCTORES,CUAUHTEMOC
LA GARITA,ATLACOMULCO
CHAPULTEPEC,PIEDRAS NEGRAS
JARDINES DE LA PATRI,ZAPOPAN
SUPERMANZANA 35,BENITO JUAREZ
MORELOS,GUADALAJARA
ZONA URB EJIDAL,IZTAPALAPA
LAS AMERICAS,IRAPUATO
SAN FRANCISCO CUAUTLALPAN,NAUCALPAN
GRANJAS MEXICO,IZTACALCO
LOS ROBLES,ZAPOPAN
SANTA ROSA,CHIHUAHUA
SALTILLO CENTRO,SALTILLO
JARDINES DE XALOSTOC,ECATEPEC
INDUSTRIAL,FRONTERA
STA CATARINA,CHIAUTLA
CENTRO,SOLIDARIDAD
VILLAS DE LA UNIVERSIDAD,AGUASCALIENTES
PENSADOR MEXICANO,VENUSTIANO CARRANZA
BRISAS DEL CAMPO,LEON
CIUDAD CUAUHTEMOC CENTRO,CUAUHTEMOC
EL MANTO,IZTAPALAPA
CENTRO AREA 6,CUAUHTEMOC
CENTRO,ACALA
LOMAS VERDES,NAUCALPAN
UNIDAD HAB PEMEX,TULA DE ALLENDE
ALAMOS,BENITO JUAREZ
BIVALBO,CARMEN
ZIND,GUADALAJARA
JUAN PABLO II,MERIDA
MUNICIPIO LIBRE,LAGOS DE MORENO
VALLE DE ARAGON,NEZAHUALCOYOTL
LOMAS DE LA PRESA,TIJUANA
PARAS,MONTEMORELOS
NUEVO LAREDO CENTRO,NUEVO LAREDO
CARDENAS CENTRO,CARDENAS
TECNOLOGICO,SALTILLO
SAN PEDRO BARRIENTOS,TLALNEPANTLA DE BAZ
CNOP,HIDALGO DEL PARRAL
XALTOCAN,XOCHIMILCO
MONTERREY CENTRO,MONTERREY
SANTO TOMAS AJUSCO,TLALPAN
EX HIPODROMO DE PERA,CUAUHTEMOC
LOMAS DE SOTELO,NAUCALPAN DE JUAREZ
XOCO,BENITO JUAREZ
SAN JUAN DE OCOTAN,ZAPOPAN
PTO IND,ALTAMIRA
SAN NICOLAS TOLENTINO,IZTAPALAPA
JARDINES EN LA MONTA�A,TLALPAN
RCHIA EMILIANO ZAPAT,CENTRO
STA MARTHA ACATITLA,IZTAPALAPA
LOMAS DE BERNARDEZ,GUADALUPE
GRANADA,MIGUEL HIDALGO
ANTIGUA CARR ARTEAGA,ARTEAGA
ARCOS SUR,GUADALAJARA
TACUBAYA,MIGUEL HIDALGO
SAN ISIDRO,MEXICALTZINGO
TORREON CENTRO,TORREON
BOSQUES DE LAS LOMAS,MIGUEL HIDALGO
COPILCO EL ALTO,COYOACAN
TECAMACHALCO,LA PAZ
LOMAS DE SAN ANGEL I,ALVARO OBREGON
ZONA RIO,TIJUANA
ZONA CENTRO,DURANGO
ROMA SUR,CUAUHTEMOC
CENTRO,LEON
SANTIAGO OCCIPACO,NAUCALPAN
DEL VALLE,BENITO JUAREZ
AMECAMECA DE JUAREZ,AMECAMECA
BARRIOS LAS ANIMAS,TEPOTZOTLAN
LA ESTRELLA,TORREON
GARCIA GINERES,MERIDA
LAS AMERICAS,AGUASCALIENTES
ZONA CENTRO,TIJUANA
CHIMALISTAC,ALVARO OBREGON
PARQUE INDUSTRIAL NA,NAUCALPAN DE JUAREZ
ADOLFO RUIZ CORTINES,TUXPAN
AGRICOLA ORIENTAL,IZTACALCO
LA LOMA,ATITALAQUIA
POLANCO V SECCION,MIGUEL HIDALGO
PARQUE INDUSTRIAL PA,TIJUANA
CIUDAD INDUSTRIAL,MORELIA
SANTA FE,DURANGO
CENTRAL DE ABASTO,PUEBLA
CIUDAD INDUSTRIAL MI,GARCIA
BELLAVISTA SATELITE,TLALNEPANTLA
PLAYA DIAMANTE,ACAPULCO DE JUAREZ
CENTRO,TORREON
ANIMAS BAJAS,LOS CABOS
GRANJAS MEXICO,IZTACALCO
TOTOTLAN,TOTOTLAN
NAPOLES,BENITO JUAREZ
ZONA CENTRO,VENUSTIANO CARRANZA
JARDINES DEL ALBA,CUAUTITLAN IZCALLI
SAN JUAN DE OCOTAN,ZAPOPAN
FRACC INDUSTRIAL XHALA,CUAUTITLAN IZCALLI
LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO
ARGENTINA PONIENTE,MIGUEL HIDALGO
DEL VALLE,BENITO JUAREZ
GUADALUPE VICTORIA,CUAUTLA
DEL VALLE,BENITO JUAREZ
AGRICOLA FRANCISCO I,METEPEC
NAPOLES,BENITO JUAREZ
GLORIA MENDIOLA,LINARES
MORELOS,GUADALAJARA
PURUANDIRO CENTRO,PURUANDIRO
COL ROMA,CUAUHTEMOC
CIUDAD OBREGON CENTRO,CAJEME
MODERNA,GUADALAJARA
MORALES LOS,MIGUEL HIDALGO
TULANCINGO,TULANCINGO DE BRAVO
NAVOLATO,NAVOLATO
DILIGENCIAS,QUERETARO
EL GRANJERO,JUAREZ
BARRIO SN ISIDRO STA,JUAN C BONILLA
JOAQUIN COLOMBRES,PUEBLA
INDUSTRIAL VALLEJO,AZCAPOTZALCO
PIEDRAS NEGRAS,ENSENADA
SAN JUAN DE GUADALUPE,SAN LUIS POTOSI
FRACC IND ZHALA CUAUTITLAN,CUAUTITLAN
TETLAN,GUADALAJARA
SANTA CRUZ DE LAS FL,TLAJOMULCO DE ZU�IGA
ZONA INDUSTRIAL NOMB,CHIHUAHUA
TLACOQUEMECATL,BENITO JUAREZ
LIBRAMIENTO,TIJUANA
CENTRO,SAN JUAN DE LOS LAGOS
INDUSTRIAL AVIACION,SAN LUIS POTOSI
LAS ARBOLEDAS,AGUASCALIENTES
SAN LORENZO TLALTENA,MIGUEL HIDALGO
BIENESTAR,AHOME
SAN JERONIMO TEPETLACALCO,TLALNEPANTLA DE BAZ
ANZURES,MIGUEL HIDALGO
PLAYA DEL CARMEN,SOLIDARIDAD
AMERICANA,GUADALAJARA
VENTA DE CARPIO,ECATEPEC
SM 62,BENITO JUAREZ
TORREON CENTRO,TORREON
OLIMPICA,TUXPAN
FIDEL AVILA,JUAREZ
CENTRO BARRANQUITAS,GUADALAJARA
SANTIAGO DE LA PE�A,TUXPAM
LOMAS DE AGUA CALIENTE,TIJUANA
SANTA CRUZ DE LAS FL,TLAJOMULCO DE ZU�IGA
LOS ANGELES,CORREGIDORA
SAN ANTONIO,AZCAPOTZALCO
LOS REYES AMPLIACION,LA PAZ
ARENAL,AZCAPOTZALCO
CONDESA,CUAUHTEMOC
CUEVAS DE MORALES,PENJAMO
ACULCO,IZTAPALAPA
PARQUE INDUSTRIAL FI,RAMOS ARIZPE
PASEOS DE TAXQUE�A,COYOACAN
IND SAN ANTONIO,AZCAPOTZALCO
AJUSCO,COYOACAN
ANZURES,MIGUEL HIDALGO
SANTA MARIA NONOALCO,BENITO JUAREZ
COLINAS DEL SUR,NUEVO LAREDO
GABRIEL RAMOS MILLAN SECC TLAC,IZTACALCO
LA CRUZ,IZTACALCO
SAN PABLO,QUERETARO
LA JOYA,MATAMOROS
TERAN,TUXTLA GUTIERREZ
AMPLIACION SAN JUAN,GUSTAVO A MADERO
SAN FRANCISCO OCOTLAN,CORONANGO
EL RECREO,CENTRO
MIGUEL HIDALGO,TEHUACAN
PASEOS DEL SOL,ZAPOPAN
INDEPENDENCIA,BENITO JUAREZ
LA ESTANZUELA,MONTERREY
SANTIAGO ATZACOALCO,GUSTAVO A MADERO
POLANCO V SECCION,MIGUEL HIDALGO
SAN FRANCISCO COAXUS,METEPEC
GRANJAS MEXICO,IZTACALCO
CENTRO,YURIRIA
EL MIRADOR CENTRO,MONTERREY
PARQUE IND ESCOBEDO,GENERAL ESCOBEDO
CANATLAN DE LAS MANZANAS CENTR,CANATLAN
JARDINES DEL BOSQUE,GUADALAJARA
NUEVO PROGRESO,TAMPICO
ARANDAS CENTRO,ARANDAS
EL CENTINELA,COYOACAN
COLINAS DEL SUR ORIE,NUEVO LAREDO
CENTRO,TORREON
MERIDA CENTRO,MERIDA
EL JAGUEY,AZCAPOTZALCO
GRANJAS MODERNAS,GUSTAVO A MADERO
ROMA SUR,CUAUHTEMOC
TLALNEPANTLA  CENTRO,TLALNEPANTLA DE BAZ
ARBOLEDAS 1ERA SECC,CELAYA
CENTRO (AREA 1),CUAUHTEMOC
VISTA HERMOSA,CUERNAVACA
BENITO JUAREZ,PUEBLA
OBRERA,CUAUHTEMOC
JARDINES DE GUADALUPE,ZAPOPAN
JUAREZ,CUAUHTEMOC
SAN CARLOS,GUADALAJARA
